Id,SalePrice
1461,119954.67985432108
1462,151818.61746411832
1463,174733.96438416358
1464,189199.43552203506
1465,195339.82949045685
1466,176464.2951445711
1467,178462.718982198
1468,169535.76143334253
1469,184521.88375250113
1470,122354.23112863084
1471,186723.7130642451
1472,98300.2207867317
1473,97680.72592627496
1474,147592.3617451382
1475,120817.155902681
1476,355465.7784159059
1477,247058.70643492276
1478,300533.3661453725
1479,285292.61563245195
1480,473204.82043004746
1481,315350.56376071856
1482,211923.73384885179
1483,176500.49588723818
1484,170638.24890865537
1485,189343.50023435403
1486,194922.38169260853
1487,324006.98410313914
1488,236056.6239936086
1489,196674.76960829546
1490,220894.17486701685
1491,190798.12977198226
1492,91424.36830506442
1493,187377.2179932933
1494,292619.9034926975
1495,283041.6406693348
1496,231894.39386485767
1497,178333.88521738263
1498,166522.55476339336
1499,158990.8681287139
1500,160818.48092896206
1501,172376.13615902097
1502,156098.01897562848
1503,278805.0762114875
1504,238812.53886418737
1505,222769.73124530783
1506,183496.37169983212
1507,239405.75093092636
1508,192826.728140336
1509,158965.41622656718
1510,149189.9464908092
1511,151749.35909295987
1512,168155.52046997834
1513,146846.16221892578
1514,148277.04007278502
1515,185915.2507739652
1516,155489.46263496293
1517,157882.2049012381
1518,131289.1320479657
1519,215630.0658537353
1520,132866.48227355685
1521,133422.84037033055
1522,168042.5917903994
1523,113878.40909406112
1524,121373.71843025551
1525,121826.67618747594
1526,119293.51585648465
1527,104971.79706199578
1528,129746.06342373657
1529,147044.51857001695
1530,186611.31655068777
1531,123970.67863615954
1532,100354.31538532108
1533,143861.0169422492
1534,118567.11404001768
1535,140649.62114683897
1536,112118.89320296612
1537,70226.13582135606
1538,152871.79688332905
1539,197099.6555921031
1540,101273.74363388997
1541,141534.20250154514
1542,135095.32478752994
1543,180901.22567063622
1544,85897.51119897196
1545,110629.23888896711
1546,134701.3189619847
1547,133540.09127050685
1548,135061.03240021307
1549,120424.57151571584
1550,137793.43442136963
1551,109674.66970334708
1552,141770.22924637928
1553,140398.2439033804
1554,122513.5702250889
1555,158738.03194089548
1556,92437.67342108097
1557,104636.84503169855
1558,97273.159598
1559,89476.00489729951
1560,135176.7255907945
1561,127956.48749195562
1562,130314.56728990944
1563,123038.28628176783
1564,155890.96959397782
1565,147627.48298082448
1566,227205.85989235068
1567,79097.89242789557
1568,227629.14819832792
1569,133890.23834944685
1570,138050.68648695655
1571,119790.66967912627
1572,138880.01991831255
1573,225185.6610671839
1574,118420.8497820776
1575,221953.2775508045
1576,235793.852092447
1577,194573.146755859
1578,145758.3768815638
1579,140414.02091018978
1580,192143.46251795528
1581,148840.28393839375
1582,128941.54622918871
1583,302546.6807743481
1584,229488.7058627217
1585,139997.28556007342
1586,73531.64455095075
1587,108232.99642696697
1588,148627.30751144083
1589,97456.02722262139
1590,133147.46498391216
1591,98737.3293955489
1592,112961.66264548499
1593,124942.96264852508
1594,127941.58426348782
1595,112611.43236578605
1596,217806.21289338265
1597,178789.20867011198
1598,205349.840911154
1599,175814.94303214806
1600,176116.35507620423
1601,72061.2349122557
1602,112363.85561451272
1603,84673.00159719467
1604,266995.49718846957
1605,244966.7292949668
1606,168452.7986712255
1607,169360.56535719754
1608,221219.49282290458
1609,188323.26260433887
1610,157076.2730545059
1611,143724.8043311964
1612,170570.48426062136
1613,169692.253090913
1614,124780.58824642631
1615,90101.96022846938
1616,81415.52937252779
1617,91637.95718782867
1618,129232.33242378078
1619,139989.20654721162
1620,165915.25420095393
1621,135854.42716867256
1622,147487.44397556706
1623,267789.29784702975
1624,207110.48659073905
1625,122680.17495490995
1626,171652.13350230356
1627,186086.7618711511
1628,271821.9558248639
1629,181112.6794501051
1630,327473.4729884487
1631,217346.51655316248
1632,237491.82622720685
1633,181146.20548504574
1634,186618.7312896568
1635,177575.9791122119
1636,160744.76212599507
1637,187436.5499445735
1638,189950.41538625304
1639,184161.4093465311
1640,242060.64798431363
1641,178872.04158278095
1642,233501.13997162797
1643,218856.1618137618
1644,232375.62969977618
1645,193029.851850659
1646,162379.5000601493
1647,161723.31860366167
1648,135256.95141698382
1649,142910.17365321505
1650,120260.41280356352
1651,122127.61638024185
1652,98219.50167949189
1653,101768.60018668475
1654,150687.4282766361
1655,142810.1211242835
1656,144261.54539857875
1657,151878.6481697696
1658,152095.03966125482
1659,130682.93201188598
1660,152706.09190629036
1661,419766.1695562833
1662,371661.8611314176
1663,360161.7044724058
1664,451342.3012348545
1665,305405.68146853213
1666,321696.3781089074
1667,355274.1829477586
1668,337596.9477239121
1669,303398.72103050933
1670,340097.7809309701
1671,260893.9811636117
1672,436092.58014983614
1673,294880.8961834513
1674,247286.2218534908
1675,194182.6526791014
1676,194497.0958964219
1677,214175.9095683347
1678,442390.34830535494
1679,386404.41464650177
1680,315739.82054859505
1681,248152.707846397
1682,313506.6504728434
1683,191411.5061968367
1684,176113.94985978305
1685,175652.836167244
1686,173653.60486074147
1687,174332.78153956076
1688,188021.044221378
1689,192394.5238977503
1690,194176.11014750978
1691,185964.7435495822
1692,264158.95460158936
1693,174316.37514105986
1694,184951.73455419482
1695,175016.31342048926
1696,270002.6101791424
1697,177410.96820009896
1698,331890.8369963352
1699,323464.74396620074
1700,249049.32584411383
1701,263731.2048837512
1702,239881.47616143088
1703,247261.72977399477
1704,277559.3692235763
1705,239337.7606154154
1706,387190.62757349934
1707,213778.87752618195
1708,209353.25149097666
1709,260173.41222221695
1710,224462.75618609853
1711,273088.93284445023
1712,251376.83871630026
1713,269011.5921652409
1714,217866.95328867546
1715,206986.8576050372
1716,180027.7274824505
1717,175699.3934436257
1718,133211.71100177223
1719,205652.1376520937
1720,239607.61814452894
1721,161790.09289563447
1722,122812.53996816525
1723,154912.41733113123
1724,209091.1207678189
1725,237212.41591787845
1726,189819.4018772844
1727,164055.4754159494
1728,180640.25226114277
1729,167023.33446397647
1730,156165.4274620546
1731,122959.21347085034
1732,130252.43983644809
1733,117487.90492939507
1734,126057.7229352337
1735,131879.7310729298
1736,114611.54017690725
1737,307658.77529258915
1738,231869.63144169777
1739,258594.67543819634
1740,208970.26506253623
1741,186173.2090964468
1742,170502.15315385966
1743,177198.61993314332
1744,301600.7283712474
1745,213165.89503730513
1746,210487.28376479563
1747,210084.96662595635
1748,216020.9509516288
1749,151665.6763838991
1750,130937.26157779913
1751,235295.2710759181
1752,121366.02399270226
1753,145023.0002407084
1754,194479.619281377
1755,162666.20473658922
1756,127616.8911041171
1757,121793.69359410398
1758,148989.68687780047
1759,161066.13759791176
1760,163992.63982812304
1761,143390.64037184755
1762,179382.18665838492
1763,174862.05883985572
1764,118917.42888541604
1765,161907.25535320057
1766,183201.8438571554
1767,206315.35093846347
1768,141348.03890907887
1769,170534.37512781203
1770,152646.1134877459
1771,124800.72564457377
1772,135999.04850538028
1773,135101.4557615765
1774,136653.16611531842
1775,140998.62978492538
1776,127699.14790854877
1777,111999.78294813642
1778,136181.9334152351
1779,124711.67410068045
1780,171305.43796428703
1781,126579.13664675332
1782,97261.7090843372
1783,138919.86417396605
1784,105941.97636598608
1785,112103.090800856
1786,149476.28200261295
1787,167972.5563447252
1788,63409.21964654424
1789,94788.83452863485
1790,86401.53710831914
1791,186727.9814997423
1792,152254.93484489608
1793,134151.14266470677
1794,150514.0072232454
1795,136215.71397141408
1796,131947.018286176
1797,112741.69137946535
1798,123147.32073760107
1799,112263.87022513879
1800,127241.07205317225
1801,126204.43850374006
1802,139768.16065726854
1803,149079.66703550966
1804,138409.97132784582
1805,136871.47677083983
1806,119694.14818857006
1807,135720.76436436485
1808,121161.42581708147
1809,124044.54752125316
1810,142623.8249892872
1811,95801.4047209773
1812,101745.60900759169
1813,122842.0300335612
1814,98196.37847137752
1815,60902.27411594956
1816,98390.87337799126
1817,116759.92656610347
1818,137674.88449937588
1819,125058.37906069923
1820,72085.44310259202
1821,119135.81056508422
1822,155262.2976572882
1823,56294.68307235942
1824,125803.24041614306
1825,141295.2152589399
1826,106564.66829500315
1827,103245.99943132498
1828,132966.33200012922
1829,117484.8905825039
1830,141523.91252067394
1831,147482.7329182235
1832,94333.6221069503
1833,142662.6952153913
1834,126887.68693764495
1835,126132.25191082948
1836,122437.75046914871
1837,90238.31954094184
